duration_s,total_keys,keys_per_min,pause_P50,pause_P75,pause_P90,pause_P95,pause_P99,pause_mean,pause_std,long_pauses_30s,long_pauses_60s,bs_total,bs_ratio,bs_burst_count,bs_burst_max,bs_then_long_pause,enter_total,enter_ratio,ctrl_total,shift_total,row_changes,row_changes_ratio,burst_count,keys_per_burst,burst_len_mean,burst_len_std,char_count,char_ratio,solution_id,judge
1214.49,164,8.102166341427266,0.301,1.1375,4.297799999999999,21.35639999999999,120.65910000000022,7.848619354838709,48.38170320346332,6,5,3,0.018292682926829267,1,3,0,4,0.024390243902439025,69,33,33,0.20245398773006135,7,23.428571428571427,23.428571428571427,20.360024858651276,50,0.3048780487804878,990954,WA
546.552,306,33.592412066921355,0.7115,1.54825,3.2809999999999997,5.7695,19.00444999999904,1.928006993006993,6.237520552535899,3,1,0,0.0,0,0,0,22,0.0718954248366013,4,50,40,0.13114754098360656,4,76.5,76.5,56.8616742630746,226,0.738562091503268,990986,WA
1395.097,297,12.773305368730632,0.359,0.8705,2.2918,5.660849999999983,79.14857000000005,5.192429629629629,46.93377202494481,6,4,0,0.0,0,0,0,15,0.050505050505050504,18,40,26,0.08783783783783784,7,42.42857142857143,42.42857142857143,58.933030134351036,209,0.7037037037037037,991026,PE
1667.753,747,26.874483211842524,0.307,0.784,1.436,1.9745,19.832200000000142,2.435694645441389,24.773257833271806,4,3,1,0.0013386880856760374,0,0,0,42,0.05622489959839357,0,75,59,0.07908847184986595,5,149.4,149.4,141.4306897388258,592,0.7925033467202142,991337,WA
381.999,354,55.60223979643926,0.28,0.7945,1.3965,1.908,5.354599999999947,1.1528690476190477,7.665901514918052,2,1,0,0.0,0,0,0,17,0.0480225988700565,0,42,18,0.05099150141643059,3,118.0,118.0,106.81136019481573,284,0.8022598870056498,991401,AC
215.552,69,19.206502375296914,0.034,0.276,1.0338000000000007,8.013399999999994,81.59723999999997,3.315969230769231,16.200336477957894,2,2,0,0.0,0,0,0,0,0.0,7,54,8,0.11764705882352941,3,23.0,23.0,25.573423705088842,8,0.11594202898550725,991412,WA
1423.554,819,34.519238469352054,0.501,1.036,2.3386000000000027,4.622149999999995,19.64491000000005,1.8740820312500002,12.796643571871122,4,3,0,0.0,0,0,0,34,0.04151404151404151,0,219,55,0.06723716381418093,5,163.8,163.8,175.62961025977367,549,0.6703296703296703,991552,AC
752.819,308,24.547733253278675,0.271,0.777,2.2568000000000015,7.615799999999994,66.93912,2.58459385665529,11.376258823893803,7,4,0,0.0,0,0,0,18,0.05844155844155844,0,31,26,0.08469055374592833,8,38.5,38.5,29.75315109362368,239,0.775974025974026,991581,WA
407.404,538,79.2333899519887,0.234,0.667,1.4070000000000014,2.1422999999999943,8.136740000000001,0.850741414141414,3.66924288639986,2,0,0,0.0,0,0,0,22,0.040892193308550186,12,65,41,0.07635009310986965,3,179.33333333333334,179.33333333333334,225.13156647219026,382,0.7100371747211895,991823,AC
182.32,348,114.52391399736727,0.2145,0.5445,1.1002,1.5961000000000003,7.5401700000000105,0.5914999999999999,1.5351531417907465,0,0,0,0.0,0,0,0,20,0.05747126436781609,2,40,26,0.07492795389048991,1,348.0,348.0,0.0,252,0.7241379310344828,991846,WA
672.792,718,64.03167695216351,0.31,0.953,2.521599999999999,3.872199999999998,10.380680000000003,1.0097237813884785,2.407111748750073,1,0,0,0.0,0,0,0,18,0.025069637883008356,5,243,29,0.040446304044630406,2,359.0,359.0,181.0,434,0.6044568245125348,991871,WA
1142.626,69,3.623232798833564,0.77,5.181,40.869200000000006,79.26159999999997,268.06136,17.58369230769231,52.210144954323574,8,5,0,0.0,0,0,0,6,0.08695652173913043,10,7,20,0.29411764705882354,9,7.666666666666667,7.666666666666667,7.086763875156432,35,0.5072463768115942,991902,CE
318.128,190,35.83463260071418,0.4175,1.0685,3.117900000000002,7.252799999999995,14.178039999999946,1.735548913043478,5.92329709868977,1,1,0,0.0,0,0,0,10,0.05263157894736842,2,23,17,0.08994708994708994,2,95.0,95.0,55.0,137,0.7210526315789474,992026,WA
435.474,194,26.729494757436722,0.4175,1.088,3.6801000000000004,9.079,43.220829999999836,2.3228031914893617,8.512391451402168,3,2,0,0.0,0,0,0,10,0.05154639175257732,4,23,19,0.09844559585492228,4,48.5,48.5,60.61971626459497,139,0.7164948453608248,992045,WA
1776.072,195,6.587570774157805,0.039,0.567,7.2592000000000105,43.65729999999996,184.48147999999773,9.513470588235295,49.76480526283676,12,6,0,0.0,0,0,0,4,0.020512820512820513,157,0,38,0.1958762886597938,13,15.0,15.0,23.12175133106021,34,0.17435897435897435,992050,AC
1022.063,452,26.53456782996743,0.4685,1.08,3.2309000000000023,6.401499999999999,23.859510000000036,2.4340758293838864,12.711033481943318,4,2,0,0.0,0,0,0,37,0.08185840707964602,10,46,61,0.1352549889135255,5,90.4,90.4,145.6455972558045,339,0.75,992119,TLE
330.001,244,44.363501928782036,0.351,1.0525,2.417000000000001,3.4325999999999977,6.927740000000015,1.470837004405286,8.87982979332681,1,1,0,0.0,0,0,0,17,0.06967213114754098,1,33,26,0.10699588477366255,2,122.0,122.0,19.0,185,0.7581967213114754,992147,TLE
1490.848,612,24.63027753332332,1.05,2.15,4.818000000000002,8.022799999999995,25.347120000000064,2.5212344013490724,7.378834683222287,3,2,0,0.0,0,0,0,30,0.049019607843137254,1,108,55,0.09001636661211129,4,153.0,153.0,171.41324336234933,453,0.7401960784313726,992198,WA
461.258,133,17.30051294503293,1.437,2.949,9.714799999999999,13.901899999999996,40.97324000000002,3.7600081300813013,8.142710010617293,2,1,0,0.0,0,0,0,11,0.08270676691729323,6,27,27,0.20454545454545456,3,44.333333333333336,44.333333333333336,53.50597059103674,81,0.6090225563909775,992259,WA
1724.012,503,17.505678614766023,0.4475,1.20875,3.568900000000011,11.455299999999898,64.09862999999918,3.769367391304348,18.63940022179005,14,5,0,0.0,0,0,0,46,0.09145129224652088,17,64,64,0.12749003984063745,15,33.53333333333333,33.53333333333333,32.751318887777465,360,0.7157057654075547,992373,WA
576.945,319,33.17473935990432,0.263,0.87625,2.067,4.5638999999999985,36.95968000000008,1.8792142857142857,9.524115780933528,4,2,0,0.0,0,0,0,14,0.0438871473354232,2,106,26,0.08176100628930817,5,63.8,63.8,63.24365580831014,174,0.5454545454545454,992455,AC
320.505,284,53.16609725277297,0.444,0.889,1.6366000000000007,4.286199999999995,20.281799999999972,1.2081189591078068,3.1439736395319504,0,0,0,0.0,0,0,0,14,0.04929577464788732,0,34,19,0.06713780918727916,1,284.0,284.0,0.0,226,0.795774647887324,992464,WA
1198.842,727,36.38511163272558,0.396,0.984,3.0399,5.310449999999988,27.736049999999473,1.7765703812316718,7.517061035707236,7,3,0,0.0,0,0,0,30,0.04126547455295736,7,158,63,0.08677685950413223,8,90.875,90.875,104.5627054690151,504,0.6932599724896836,992485,WA
1360.212,625,27.569231855034364,0.456,1.156,3.387,12.688500000000001,42.4729,2.3996707530647985,7.3533400114621985,10,2,0,0.0,0,0,0,29,0.0464,20,103,75,0.1201923076923077,11,56.81818181818182,56.81818181818182,63.08986113879469,436,0.6976,992531,AC
1480.019,1003,40.66164015461964,0.31,0.833,2.008400000000001,4.215899999999994,25.858429999999927,1.5734757894736842,7.842913169623641,9,5,0,0.0,0,0,0,36,0.03589232303090728,17,352,62,0.06187624750499002,10,100.3,100.3,163.47112894942643,572,0.5702891326021934,992625,WA
291.453,132,27.17419275148995,0.388,1.06,5.371,11.189,21.32339999999999,2.4293388429752065,8.359315924158876,1,1,4,0.030303030303030304,1,4,1,9,0.06818181818181818,0,25,19,0.1450381679389313,2,66.0,66.0,51.0,78,0.5909090909090909,992683,AC
270.777,87,19.277855947883314,0.368,1.1035,4.778400000000001,15.303099999999912,58.8174,3.446949367088608,10.933449108820046,3,0,0,0.0,0,0,0,5,0.05747126436781609,23,21,12,0.13953488372093023,4,21.75,21.75,27.716195626384224,37,0.42528735632183906,992686,AC
477.363,319,40.09527340828678,0.453,1.045,2.565800000000002,4.313400000000001,22.118759999999977,1.5736393442622951,4.765534212335887,3,0,0,0.0,0,0,0,16,0.050156739811912224,1,56,26,0.08176100628930817,4,79.75,79.75,48.30307961196677,236,0.7398119122257053,992693,WA
624.685,315,30.25524864531724,0.386,1.04675,2.4102000000000006,9.57394999999999,33.47117000000011,2.2251408450704226,8.56881929356644,4,2,0,0.0,0,0,0,12,0.0380952380952381,8,54,26,0.08280254777070063,5,63.0,63.0,81.92191404013947,224,0.7111111111111111,992707,WA
352.973,397,67.48391520031277,0.277,0.7062499999999999,1.6383000000000003,3.088449999999998,12.679170000000003,0.9723145161290323,2.8453182467473037,1,0,0,0.0,0,0,0,18,0.04534005037783375,2,99,31,0.07828282828282829,2,198.5,198.5,196.5,271,0.6826196473551638,992798,AC
1521.07,609,24.022563064158785,0.953,1.95875,4.613200000000004,7.6892500000000075,38.890619999999615,2.611195205479452,7.637864063890518,7,4,0,0.0,0,0,0,24,0.03940886699507389,7,84,47,0.07730263157894737,8,76.125,76.125,120.08063696949645,467,0.7668308702791461,992799,AC
304.533,225,44.3301711144605,0.4595,1.013,2.8475,4.58675,27.453649999999985,1.5034271844660194,4.148514137093999,1,0,0,0.0,0,0,0,10,0.044444444444444446,13,30,11,0.049107142857142856,2,112.5,112.5,25.5,154,0.6844444444444444,992894,NoData
401.486,231,34.5217516924625,0.461,1.028,2.992000000000007,4.917599999999998,28.42331999999999,1.945717703349282,7.671808100620661,2,1,0,0.0,0,0,0,10,0.04329004329004329,16,30,14,0.06086956521739131,3,77.0,77.0,54.35071296680477,154,0.6666666666666666,992909,NoData
1314.33,210,9.586633493871402,0.4325,0.969,2.9003000000000045,13.654099999999815,189.49630000000002,6.653,31.053404699880257,9,7,0,0.0,0,0,0,19,0.09047619047619047,5,42,29,0.13875598086124402,10,21.0,21.0,45.69682702332843,130,0.6190476190476191,992931,AC
1379.49,443,19.26799034425766,0.40800000000000003,1.652,5.484800000000003,10.751299999999995,62.03317000000011,3.289663507109004,12.83403021205455,10,5,0,0.0,0,0,0,20,0.045146726862302484,40,72,51,0.11538461538461539,11,40.27272727272727,40.27272727272727,58.02521537947713,271,0.6117381489841986,992953,WA
683.283,54,4.741812689617626,0.0335,0.30925,0.5442000000000005,1.5511499999999994,344.1635699999987,13.697339999999997,93.74208498099667,1,1,0,0.0,0,0,0,0,0.0,0,44,0,0.0,2,27.0,27.0,15.0,10,0.18518518518518517,993047,CE
707.535,56,4.748881680764909,0.035,0.3125,0.7937999999999995,3.224249999999985,340.5165900000013,13.636903846153842,91.95205915778146,1,1,2,0.03571428571428571,0,0,0,0,0.0,0,44,1,0.01818181818181818,2,28.0,28.0,14.0,10,0.17857142857142858,993056,AC
67.002,40,35.81982627384257,0.6559999999999999,1.42875,3.2885,6.81975,20.094249999999974,1.894888888888889,4.462613364746029,0,0,0,0.0,0,0,0,4,0.1,2,5,7,0.1794871794871795,1,40.0,40.0,0.0,29,0.725,993198,WA
1314.33,210,9.586633493871402,0.4325,0.969,2.9003000000000045,13.654099999999815,189.49630000000002,6.653,31.053404699880257,9,7,0,0.0,0,0,0,19,0.09047619047619047,5,42,29,0.13875598086124402,10,21.0,21.0,45.69682702332843,130,0.6190476190476191,993249,AC
455.303,576,75.90549590053217,0.31,0.72675,1.4540999999999997,2.5788500000000005,11.466960000000041,0.8570128676470589,2.63588467572682,1,0,0,0.0,0,0,0,16,0.027777777777777776,0,307,27,0.04695652173913043,2,288.0,288.0,34.0,244,0.4236111111111111,993279,AC
452.595,424,56.20919364995194,0.245,0.5965,1.7724,3.3554999999999993,19.956479999999864,1.1506065162907269,4.38284876607937,2,0,0,0.0,0,0,0,15,0.03537735849056604,0,239,22,0.05200945626477541,3,141.33333333333334,141.33333333333334,194.92961692763765,163,0.38443396226415094,993312,WA
131.401,40,18.26470118187837,0.409,1.2185000000000001,5.920600000000039,22.8209,36.21757999999995,3.3692564102564106,8.61070000941866,1,0,0,0.0,0,0,0,1,0.025,1,7,4,0.10256410256410256,2,20.0,20.0,2.0,29,0.725,993324,AC
322.029,149,27.761474898223454,0.421,0.971,2.2264000000000004,3.5197999999999996,30.736400000000017,2.3351079136690642,12.754103006168318,2,1,0,0.0,0,0,0,16,0.10738255033557047,4,17,18,0.12162162162162163,3,49.666666666666664,49.666666666666664,39.96943276499625,97,0.6510067114093959,993489,AC
904.364,502,33.30517358054942,0.4595,1.41225,3.094400000000004,6.6324999999999905,24.046019999999793,1.8994479166666665,6.737130639643308,5,3,0,0.0,0,0,0,26,0.05179282868525897,0,50,40,0.07984031936127745,6,83.66666666666667,83.66666666666667,162.1477378469675,400,0.796812749003984,993579,AC
440.644,306,41.66628843238532,0.3125,0.87825,1.9369999999999998,4.16675,25.991549999999684,1.5574265734265733,6.712579204767186,3,1,0,0.0,0,0,0,32,0.10457516339869281,4,41,43,0.14098360655737704,4,76.5,76.5,126.74087738373915,222,0.7254901960784313,993810,AC
357.143,324,54.43197822720871,0.412,0.8815,1.797,3.261,10.176499999999963,1.1587781350482316,4.0601900085784,1,0,2,0.006172839506172839,0,0,1,19,0.05864197530864197,0,32,23,0.07120743034055728,2,162.0,162.0,6.0,228,0.7037037037037037,993827,WA
489.636,336,41.17344312918168,0.42,0.942,2.0074000000000014,4.313899999999999,22.249670000000123,1.5306583850931677,6.1054701769853095,2,1,2,0.005952380952380952,0,0,1,20,0.05952380952380952,3,32,30,0.08955223880597014,3,112.0,112.0,72.24033960791344,233,0.6934523809523809,993836,AC
336.059,250,44.63501944599014,0.326,0.855,2.354000000000002,4.4312,22.23271999999999,1.494069868995633,5.515226524774162,2,0,1,0.004,0,0,0,9,0.036,1,47,12,0.04819277108433735,3,83.33333333333333,83.33333333333333,86.41887653876451,178,0.712,993970,TLE
455.112,234,30.84954912197437,0.6835,1.55075,3.6048000000000004,5.76485,15.379949999999976,2.006574561403509,7.490866389275973,1,1,0,0.0,0,0,0,13,0.05555555555555555,0,33,16,0.06866952789699571,2,117.0,117.0,36.0,181,0.7735042735042735,994050,WA
211.863,114,32.28501437249543,0.3925,1.40125,3.935600000000011,6.417999999999998,18.65415999999998,1.9325818181818182,6.302064158788579,1,1,0,0.0,0,0,0,4,0.03508771929824561,6,31,16,0.1415929203539823,2,57.0,57.0,35.0,66,0.5789473684210527,994303,WA
404.03,289,42.917605128332056,0.379,1.098,2.063300000000001,4.175749999999998,19.11920000000018,1.4682517985611514,5.254077321941771,2,1,0,0.0,0,0,0,13,0.04498269896193772,0,96,14,0.04861111111111111,3,96.33333333333333,96.33333333333333,18.83849486792639,174,0.6020761245674741,994311,AC
1358.326,767,33.87993751131908,0.1735,0.869,2.1958,5.131000000000001,31.54393000000001,1.9258403361344538,11.194471496151523,8,2,0,0.0,0,0,0,21,0.027379400260756193,67,299,34,0.044386422976501305,9,85.22222222222223,85.22222222222223,66.10392117765578,359,0.4680573663624511,994340,AC
771.674,36,2.799109468506131,2.738,5.932,31.77679999999995,156.56099999999975,339.5832399999998,26.608896551724143,79.46356915369755,3,3,0,0.0,0,0,0,15,0.4166666666666667,10,0,22,0.6285714285714286,4,9.0,9.0,5.612486080160912,4,0.1111111111111111,994390,AC
1097.319,480,26.245786321024244,0.318,0.8097500000000001,2.3255000000000003,6.986549999999999,29.56333000000001,2.4117882096069874,16.76576895758103,5,3,0,0.0,0,0,0,20,0.041666666666666664,4,186,28,0.05845511482254697,6,80.0,80.0,57.28874234961002,259,0.5395833333333333,994438,WA
163.876,224,82.01322951499915,0.312,0.764,1.2464000000000006,2.217199999999999,11.312519999999973,0.8062775119617224,1.9021966826902597,0,0,0,0.0,0,0,0,15,0.06696428571428571,0,50,17,0.07623318385650224,1,224.0,224.0,0.0,148,0.6607142857142857,994708,CE
163.876,224,82.01322951499915,0.312,0.764,1.2464000000000006,2.217199999999999,11.312519999999973,0.8062775119617224,1.9021966826902597,0,0,0,0.0,0,0,0,15,0.06696428571428571,0,50,17,0.07623318385650224,1,224.0,224.0,0.0,148,0.6607142857142857,994710,CE
1670.735,668,23.989441772633004,0.6014999999999999,1.70525,4.706000000000007,9.384649999999995,45.45881999999997,2.853865646258503,9.451857954379774,13,5,0,0.0,0,0,0,26,0.038922155688622756,61,95,91,0.136431784107946,14,47.714285714285715,47.714285714285715,55.73461167690603,405,0.6062874251497006,994741,TLE
1068.288,123,6.908249460819554,0.479,1.1185,1.7802000000000002,4.419599999999998,44.245479999999986,9.321356521739133,84.93919518165728,2,1,0,0.0,0,0,0,4,0.032520325203252036,2,4,10,0.08196721311475409,3,41.0,41.0,48.873987628048795,97,0.7886178861788617,994778,WA
1629.81,430,15.830066081322363,0.3105,0.9045000000000001,2.5205,5.95175,51.68764999999967,4.033145320197044,33.29663345267563,5,4,0,0.0,0,0,0,24,0.05581395348837209,4,115,32,0.07459207459207459,6,71.66666666666667,71.66666666666667,69.31249686905113,269,0.6255813953488372,994818,AC
161.056,103,38.371746473276374,0.40249999999999997,1.20025,2.4335,4.6645,33.45924999999999,1.6971458333333336,5.143856503512967,2,0,0,0.0,0,0,0,9,0.08737864077669903,3,14,17,0.16666666666666666,3,34.333333333333336,34.333333333333336,34.41253001774532,54,0.5242718446601942,994948,AC
382.244,31,4.8660018208264875,0.1365,0.77875,3.4056,78.74954999999983,211.76191000000006,13.651464285714287,49.83631248789964,2,2,0,0.0,0,0,0,1,0.03225806451612903,1,14,0,0.0,3,10.333333333333334,10.333333333333334,11.785113019775793,11,0.3548387096774194,994980,AC
560.466,31,3.3186669664172315,0.3905,0.778,2.5432000000000006,5.874149999999994,396.3843300000002,20.03392857142857,100.12536333657228,1,1,0,0.0,0,0,0,1,0.03225806451612903,2,9,1,0.03333333333333333,2,15.5,15.5,14.5,18,0.5806451612903226,995005,AC
1444.467,588,24.424233990807682,0.4265,1.06125,2.8733000000000004,5.718849999999998,30.605229999999754,2.595998214285714,20.03658835137601,6,4,0,0.0,0,0,0,33,0.05612244897959184,1,78,59,0.10051107325383304,7,84.0,84.0,145.39208074326862,444,0.7551020408163265,995016,AC
854.525,435,30.54328428074076,0.3995,0.85825,1.8062,2.6216999999999993,15.031439999999973,2.103421951219512,18.023877872179046,2,2,0,0.0,0,0,0,15,0.034482758620689655,0,151,20,0.04608294930875576,3,145.0,145.0,138.14002557791375,252,0.5793103448275863,995130,AC
816.508,547,40.19556452600587,0.436,1.037,2.406,3.429,20.653399999999614,1.5827120921305182,6.537599999097766,5,2,0,0.0,0,0,0,32,0.05850091407678245,0,74,41,0.07509157509157509,6,91.16666666666667,91.16666666666667,71.88513213608375,408,0.7458866544789763,995317,WA
1028.126,34,1.9841925989616058,0.6645,1.47425,92.17810000000001,190.09944999999985,316.12894,32.152218749999996,77.9929434178721,7,6,0,0.0,0,0,0,1,0.029411764705882353,11,13,14,0.42424242424242425,8,4.25,4.25,2.165063509461097,7,0.20588235294117646,995425,AC
250.231,483,115.81298879835033,0.11349999999999999,0.584,1.3763000000000003,2.7541499999999997,5.784629999999993,0.5587922077922077,1.1324448134561336,0,0,0,0.0,0,0,0,7,0.014492753623188406,0,299,9,0.01867219917012448,1,483.0,483.0,0.0,170,0.35196687370600416,995461,AC
1119.086,291,15.602018075465155,0.5694999999999999,1.686,4.4166000000000025,9.333299999999989,60.05316000000024,4.038978417266187,19.9921768776911,7,3,0,0.0,0,0,0,13,0.044673539518900345,4,86,28,0.09655172413793103,8,36.375,36.375,48.445684792352765,180,0.6185567010309279,995639,AC
177.852,153,51.615950340732745,0.474,1.198,2.8529999999999998,4.551000000000002,9.455060000000053,1.2630769230769228,2.7656251688365905,0,0,0,0.0,0,0,0,7,0.0457516339869281,0,22,9,0.05921052631578947,1,153.0,153.0,0.0,114,0.7450980392156863,995916,WA
1584.228,824,31.207629204887173,0.398,1.29575,3.484,7.03275,27.21579999999984,2.0312404580152674,9.424464284931851,8,3,0,0.0,0,0,0,34,0.0412621359223301,2,229,46,0.05589307411907655,9,91.55555555555556,91.55555555555556,135.08195957443442,528,0.6407766990291263,995954,AC
292.844,103,21.10338610318122,0.4645,1.00475,2.7309999999999994,15.06864999999994,59.90263,2.999448979591837,9.924091177351029,3,1,0,0.0,0,0,0,4,0.038834951456310676,0,18,4,0.0392156862745098,4,25.75,25.75,18.005207580030838,75,0.7281553398058253,995993,AC
1124.595,233,12.431141877742654,0.5095000000000001,1.569,4.5212,11.737999999999971,92.01225999999988,5.1719816513761465,34.10870915068861,5,4,0,0.0,0,0,0,16,0.06866952789699571,3,25,23,0.09913793103448276,6,38.833333333333336,38.833333333333336,22.541936227593425,180,0.7725321888412017,996032,AC
538.27,559,62.31073624760808,0.279,0.6567500000000001,1.5926000000000007,3.4126999999999956,14.31272000000005,1.2491113636363638,8.787515645860013,1,1,0,0.0,0,0,0,21,0.03756708407871199,65,33,63,0.11290322580645161,2,279.5,279.5,138.5,338,0.6046511627906976,996109,AC
97.722,104,63.854607969546265,0.032,0.33199999999999996,1.0920000000000005,2.1840999999999973,8.73889999999981,1.0107070707070707,5.617106081637968,1,0,1,0.009615384615384616,0,0,1,2,0.019230769230769232,1,78,6,0.05825242718446602,2,52.0,52.0,48.0,22,0.21153846153846154,996171,WA
1477.56,425,17.25818240883619,0.697,1.697,4.216600000000008,15.033699999999989,60.819939999999974,3.6446437346437346,14.65968830072963,9,5,0,0.0,0,0,0,26,0.0611764705882353,10,65,66,0.15566037735849056,10,42.5,42.5,39.423977475642914,293,0.6894117647058824,996313,AC
350.999,180,30.769318431106637,0.7024999999999999,1.1055000000000001,2.7910999999999997,5.556699999999968,42.03592000000002,2.0766823529411766,7.048296553839449,3,1,0,0.0,0,0,0,10,0.05555555555555555,0,15,14,0.0782122905027933,4,45.0,45.0,33.50373113550191,147,0.8166666666666667,996406,WA
383.6,216,33.7851929092805,0.634,1.0905,2.7919,4.535849999999997,38.75116000000021,1.9128118811881187,6.542413311982768,3,1,0,0.0,0,0,0,10,0.046296296296296294,0,37,15,0.06976744186046512,4,54.0,54.0,28.098042636454235,161,0.7453703703703703,996408,WA
1437.995,45,1.877614317156875,0.2405,0.6687500000000001,3.2624999999999997,9.855399999999975,775.968939999997,34.25780952380952,173.6820133045882,2,2,0,0.0,0,0,0,1,0.022222222222222223,16,3,1,0.022727272727272728,3,15.0,15.0,16.391054470858997,18,0.4,996423,AC
1168.975,432,22.173271455762528,0.867,1.7355,3.503100000000001,4.854799999999999,37.25261999999972,2.8045669856459337,15.649718773068575,5,3,3,0.006944444444444444,1,3,1,37,0.08564814814814815,0,72,38,0.08816705336426914,6,72.0,72.0,98.74883965563005,306,0.7083333333333334,996576,NoData
416.798,584,84.06950129319239,0.256,0.595,1.2806,2.4871999999999965,12.42377999999989,0.8197648183556406,2.765853696994669,2,0,0,0.0,0,0,0,30,0.05136986301369863,17,68,40,0.0686106346483705,3,194.66666666666666,194.66666666666666,90.7095486827171,376,0.6438356164383562,996588,AC
272.354,57,12.55718660273027,0.349,1.077,4.842600000000001,8.613849999999983,111.00051999999974,5.4888200000000005,24.87034095197732,2,1,0,0.0,0,0,0,1,0.017543859649122806,2,24,4,0.07142857142857142,3,19.0,19.0,13.880441875771343,23,0.40350877192982454,996783,WA
454.619,75,9.898398439132547,0.538,2.8185000000000002,5.7715999999999985,35.65899999999985,117.8313400000003,6.82431343283582,24.542891004767736,4,2,0,0.0,0,0,0,1,0.013333333333333334,2,24,17,0.22972972972972974,5,15.0,15.0,12.231107881136523,41,0.5466666666666666,996795,AC
205.947,260,75.74764381127183,0.28200000000000003,0.75,1.995,2.972299999999999,7.380629999999997,0.8847773109243698,2.6213351473268838,1,0,0,0.0,0,0,0,16,0.06153846153846154,8,50,22,0.08494208494208494,2,130.0,130.0,88.0,175,0.6730769230769231,996820,AC
332.441,292,52.70108079328362,0.331,0.67,1.8836,3.7924,21.584359999999993,1.2575799256505578,4.284716481765597,1,0,0,0.0,0,0,0,19,0.06506849315068493,0,36,23,0.07903780068728522,2,146.0,146.0,87.0,218,0.7465753424657534,996830,AC
474.466,267,33.7642739416523,0.312,1.012,2.4306000000000005,5.4528,48.01124000000002,1.923024096385542,7.284644172662858,4,1,0,0.0,0,0,0,24,0.0898876404494382,1,23,29,0.10902255639097744,5,53.4,53.4,38.37499185667666,211,0.7902621722846442,996955,AC
1305.525,363,16.682943643361867,0.3265,0.84825,2.1370999999999998,7.620549999999992,47.19561999999997,3.8864112426035504,27.281786863744987,8,3,0,0.0,0,0,0,16,0.0440771349862259,2,37,28,0.07734806629834254,9,40.333333333333336,40.333333333333336,44.26686746942408,267,0.7355371900826446,997028,WA
